topology,family,seed,configuration,workflow_size,deadline_factor,deadline_mode,scheduler,sharing,minimum_makespan_s,workflow_slack_s,reference_deadline_feasible,deadline_kappa,tastd_mode,enable_vm_reuse,reuse_policy,joint_bos_optimization,adaptive_bos_fallback,reconstruct_earliest_start,workflow_arrival_s,workflow_deadline_s,workflow_deadline_duration_s,deadline_to_minimum_makespan_ratio,requested_candidate_count,initial_effective_candidate_count,first_round_submitted_sfc_count,first_round_admitted_sfc_count,first_round_accepted_sfc_ratio,first_round_scheduler_runtime_s,unfinished_sfc_count,scheduling_round_count,bos_max_size,bos_mean_size,bos_size_histogram,jointly_scheduled_sfc_count,jointly_scheduled_sfc_ratio,single_sfc_fallback_count,reuse_path_count,new_vm_path_count,milp_invocations,milp_max_bos_size,milp_min_effective_candidate_count,milp_max_effective_candidate_count,milp_max_variables,milp_max_constraints,milp_max_single_solve_s,milp_max_gap,milp_limit_reached_count,milp_admission_limit_reached_count,milp_secondary_limit_reached_count,milp_total_admitted_count,milp_avoidable_idle_removed_s,milp_max_avoidable_idle_removed_s,provisioning_cost,end_to_end_delay_s,network_data_mb,network_hop_data_mb,resource_utilization,cpu_utilization,ram_utilization,vm_time_utilization,mean_node_cpu_utilization,max_node_cpu_utilization,mean_node_ram_utilization,max_node_ram_utilization,mean_link_bandwidth_utilization,max_link_bandwidth_utilization,used_link_count,workflow_deadline_success,workflow_completed,global_deadline_success,sfc_subdeadline_success,sfc_deadline_miss_rate,makespan_s,vm_reuse_rate,provisioned_vm_count,scheduler_runtime_s,scheduler_overhead_ratio,milp_runtime_s,communication_delay_s,propagation_delay_s,serialization_delay_s,queueing_delay_s,execution_time_s,measurement_duration_s,completed_sfc_count,total_sfc_count,accepted_sfc_ratio,realized_workflow_slack_s,workflow_deadline_consumption,study,node_count,local_node_count,global_node_count,candidate_count,effective_candidate_count,candidate_node_coverage,solver_time_limit_s,eta,alpha,beta,gamma,omega_u,omega_w,case_wall_runtime_s
xxlarge,cybershake,3,PBQS-NonSharable,1000,3.0,reference,PBQS,NonSharable,1460.1916171605878,2920.383234321175,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,4380.574851481763,4380.574851481763,3.0,60,60,1,1,1.0,0.1286290670000198,0,445,4,2.247191011235955,"{""1"":223,""3"":111,""4"":111}",0,0.0,0,836,164,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.285,2017.787976939296,5675.850124301754,7699.358297574146,0.174758004396563,0.1255590829508831,0.2239569258422429,0.3570672451996689,0.0650691951310813,0.246603714196778,0.0396855738811111,0.140292308258472,0.0006816122260137,0.0047341350251004,47,1,1,1,1,0.0,2017.787976939296,0.836,164,160.09325056299167,0.0793409676302219,0.0,50.52457574970506,3.198,47.32657574970506,53.68654282077069,3513.5416927647425,2017.787976939296,1000,1000,1.0,2362.786874542468,0.4606217323867353,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,161.11659799200015
xxlarge,cybershake,3,PBQS-Sharable,1000,3.0,reference,PBQS,Sharable,1460.1916171605878,2920.383234321175,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,4380.574851481763,4380.574851481763,3.0,60,60,1,1,1.0,0.1174374750003153,0,445,4,2.247191011235955,"{""1"":223,""3"":111,""4"":111}",0,0.0,0,904,96,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.735,2829.559640804666,3992.004647178728,4331.667343328092,0.3006326509199615,0.2159967440973234,0.3852685577425996,0.6099898772161013,0.1276041521464473,0.2108210474032358,0.0778255209295721,0.1306983619153331,0.0012064371955764,0.0020562056988701,11,1,1,1,1,0.0,2829.559640804666,0.904,96,160.70600864599692,0.0567954130842407,0.0,35.5531483046791,1.772,33.7811483046791,2210.555045653225,3513.5416927647434,2829.559640804666,1000,1000,1.0,1551.0152106770977,0.6459334075406896,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,161.28908282099974
xxlarge,cybershake,4,HDS-NonSharable,1000,3.0,reference,HDS,NonSharable,1427.5095207429345,2855.0190414858685,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,4282.528562228803,4282.528562228803,3.0,60,60,1,1,1.0,0.0587777350001488,0,445,4,2.247191011235955,"{""1"":223,""3"":111,""4"":111}",55,0.055,62,883,117,26,3,55,59,366,3424,0.2709129950003444,2.769022142113713e-13,0,0,0,55,8.881784197001252e-16,4.440892098500626e-16,1.01,1761.5270676067332,5490.6692759642565,8692.555708537571,0.1945514662946164,0.1362200778613009,0.252882854727932,0.4308000892232866,0.0246748511983055,0.1378082342705767,0.013893277706364,0.0741653180735467,0.0003998608431219,0.0058430333324556,102,1,1,1,1,0.0,1761.5270676067332,0.883,117,11.587065928003083,0.0065778528988178,4.730961967001804,49.06965323481108,3.665,45.40465323481108,44.15019581883831,3024.2166263474724,1761.5270676067332,1000,1000,1.0,2521.00149462207,0.4113287376862146,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,12.87024935699992
xxlarge,cybershake,4,HDS-Sharable,1000,3.0,reference,HDS,Sharable,1427.5095207429345,2855.0190414858685,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,4282.528562228803,4282.528562228803,3.0,60,60,1,1,1.0,0.0595767380000324,0,445,4,2.247191011235955,"{""1"":223,""3"":111,""4"":111}",67,0.067,72,861,139,32,3,55,59,543,3719,0.3385204119999798,3.526379077160115e-13,0,0,0,67,3.773870105305832e-12,6.821210263296962e-13,0.995,1846.5209936603928,5454.408896860518,8517.746467906096,0.2027082231224277,0.1424506761118532,0.2629657701330022,0.4417249575429391,0.0242779011220959,0.1266208984074845,0.0137298694931342,0.073229190641275,0.0003502150076522,0.0040713296219139,109,1,1,1,1,0.0,1846.5209936603928,0.861,116,13.650099792002038,0.0073923339289759,6.642172094999296,48.72118187821138,3.586,45.13518187821138,105.89999272090294,3074.4057044988567,1846.5209936603928,1000,1000,1.0,2436.0075685684105,0.4311754064984887,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,14.874079950999658
xxlarge,epigenomics,1,HDS-NonSharable,1000,3.0,reference,HDS,NonSharable,2266.697721173769,4533.395442347539,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,6800.093163521307,6800.093163521307,3.0,60,60,1,1,1.0,0.0579634269961388,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",0,0.0,85,414,85,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.755,2431.2257007478206,1768.8087097871426,2862.678274206007,0.2409647065498694,0.1676210800567413,0.3143083330429975,0.5318557867163742,0.0854137607503668,0.1388331931901671,0.0436977306892522,0.0689476287868876,0.0012240662179881,0.0023077135738604,8,1,1,1,1,0.0,2431.2257007478206,0.8296593186372746,85,6.100051246030489,0.0025090435841288,0.0,16.225893473369396,1.169,15.056893473369396,32.440867628576626,2712.4645122535085,2431.2257007478206,499,499,1.0,4368.867462773487,0.3575282929636884,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,6.478159455000423
xxlarge,epigenomics,1,HDS-Sharable,1000,3.0,reference,HDS,Sharable,2266.697721173769,4533.395442347539,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,6800.093163521307,6800.093163521307,3.0,60,60,1,1,1.0,0.0584129769995342,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",0,0.0,85,414,85,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.755,2431.2257007478206,1768.8087097871426,2862.678274206007,0.2409647065498694,0.1676210800567413,0.3143083330429975,0.5318557867163742,0.0854137607503668,0.1388331931901671,0.0436977306892522,0.0689476287868876,0.0012240662179881,0.0023077135738604,8,1,1,1,1,0.0,2431.2257007478206,0.8296593186372746,85,6.051567140930274,0.0024891013364447,0.0,16.225893473369396,1.169,15.056893473369396,32.440867628576626,2712.4645122535085,2431.2257007478206,499,499,1.0,4368.867462773487,0.3575282929636884,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,6.4255972809987725
xxlarge,epigenomics,1,PBQS-NonSharable,1000,3.0,reference,PBQS,NonSharable,2266.697721173769,4533.395442347539,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,6800.093163521307,6800.093163521307,3.0,60,60,1,1,1.0,0.116054685000563,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",0,0.0,0,385,114,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.925,2628.693797952607,2198.2931769657125,2826.750129696452,0.2184924479116321,0.1555486840976316,0.2814362117256327,0.4346696016934315,0.0665036266282038,0.1242254574684347,0.0361523923632526,0.0684484376555766,0.0004812698506306,0.0017301566522039,21,1,1,1,1,0.0,2628.693797952607,0.7715430861723447,114,66.79105451500072,0.0254084574502446,0.0,21.102223045167783,1.086,20.016223045167788,36.9906671587712,2973.1400755830714,2628.693797952607,499,499,1.0,4171.399365568701,0.3865673211734918,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,67.13081417700596
xxlarge,epigenomics,1,PBQS-Sharable,1000,3.0,reference,PBQS,Sharable,2266.697721173769,4533.395442347539,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,6800.093163521307,6800.093163521307,3.0,60,60,1,1,1.0,0.1182471549982437,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",0,0.0,0,410,89,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.7000000000000001,2810.7593014215054,1832.1410892259985,2094.445954217023,0.2775013572016351,0.1975581827225394,0.3574445316807307,0.5567678044163057,0.0932938320815145,0.1252655991020199,0.0507159593165996,0.070554397535527,0.0005984846994183,0.0012658436719218,12,1,1,1,1,0.0,2810.7593014215054,0.8216432865731463,89,67.62971744089737,0.0240610134801277,0.0,17.5987354083677,0.773,16.8257354083677,355.4263637441192,2973.1400755830723,2810.7593014215054,499,499,1.0,3989.333862099802,0.413341293101638,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,67.86381021499983
xxlarge,epigenomics,2,HDS-NonSharable,1000,3.0,reference,HDS,NonSharable,2270.505682744013,4541.011365488028,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,6811.517048232041,6811.517048232041,3.0,60,60,1,1,1.0,0.0662657410066458,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",2,0.0040080160320641,82,415,84,1,2,59,59,303,3061,0.0600178070017136,2.1673705081823628e-14,0,0,0,2,0.0,0.0,0.79,2431.722612602472,1727.56729241701,2887.1712752215312,0.2419145391367593,0.1631887367216845,0.3206403415518341,0.5389180694533096,0.0568431040048991,0.1418144447153755,0.0298922079486896,0.0751185621438621,0.000826987988441,0.0022773530937793,12,1,1,1,1,0.0,2431.722612602472,0.8316633266533067,84,5.969041378979455,0.002454655538442,0.0600178070017136,16.050232839676227,1.195,14.855232839676226,33.04600222045242,2716.1470700446803,2431.722612602472,499,499,1.0,4379.794435629569,0.3570016187852948,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,6.361631414998556
xxlarge,epigenomics,2,HDS-Sharable,1000,3.0,reference,HDS,Sharable,2270.505682744013,4541.011365488028,1,3.0,downstream_reserved,1,idle_only,1,1,1,0.0,6811.517048232041,6811.517048232041,3.0,60,60,1,1,1.0,0.0671132930001476,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",2,0.0040080160320641,83,414,85,1,2,59,59,362,3120,0.081150666999747,0.0,0,0,0,2,9.094947017729282e-13,9.094947017729282e-13,0.79,2448.842105351449,1729.3499965297824,2818.12506298823,0.2464803211577656,0.1664534029477741,0.3265072393677571,0.5423072440286959,0.0688633642809418,0.1398917102745814,0.0365681311269228,0.0753401429245622,0.0008024096692037,0.0022644350356405,12,1,1,1,1,0.0,2448.842105351449,0.8296593186372746,84,6.025395748125447,0.0024605080641819,0.081150666999747,16.032494472578403,1.163,14.869494472578404,34.74477913114579,2733.228509904628,2448.842105351449,499,499,1.0,4362.674942880592,0.3595149344868859,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,6.401636214999599
xxlarge,epigenomics,2,PBQS-NonSharable,1000,3.0,reference,PBQS,NonSharable,2270.505682744013,4541.011365488028,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,6811.517048232041,6811.517048232041,3.0,60,60,1,1,1.0,0.134679581002274,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",0,0.0,0,378,121,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.945,2615.529366891933,2110.3694131848474,2728.3965885778825,0.2064365873435661,0.1421356325073437,0.2707375421797886,0.4084639734811607,0.0650186733341227,0.1247159844802952,0.0364285959909021,0.0683307769771363,0.0005214740982824,0.0017272113802475,18,1,1,1,1,0.0,2615.529366891933,0.7575150300601202,121,66.71635444190906,0.025507782587503,0.0,19.90809356451896,1.146,18.76209356451896,40.62209265904501,2965.448447473227,2615.529366891933,499,499,1.0,4195.987681340108,0.38398632028247,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,67.05556746799994
xxlarge,epigenomics,2,PBQS-Sharable,1000,3.0,reference,PBQS,Sharable,2270.505682744013,4541.011365488028,1,3.0,downstream_reserved,1,queue_aware,1,1,1,0.0,6811.517048232041,6811.517048232041,3.0,60,60,1,1,1.0,0.1370476169977337,0,333,2,1.4984984984984986,"{""1"":167,""2"":166}",0,0.0,0,411,88,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.705,2794.202083388748,1691.0667996898378,1889.7913615878629,0.282332391513995,0.1943913797526907,0.3702734032752993,0.5616379635365961,0.0912916699078768,0.1232946996378277,0.0511488037185696,0.0730572868323825,0.0005318088254671,0.0013550830062657,11,1,1,1,1,0.0,2794.202083388748,0.8236472945891784,88,66.81392324110493,0.0239116288826448,0.0,15.435613505804287,0.776,14.659613505804288,382.71022801522366,2965.448447473228,2794.202083388748,499,499,1.0,4017.3149648432927,0.4102172928002868,deployment_scaling,60,36,24,60,60,1.0,15.0,0.7,0.7,0.2,0.1,0.7,0.3,67.04519642899686
